case_id,regime,degradation_condition,question_family,property,embedded_category,embedded_required,left_annotator,left_category,right_annotator,right_category,agreed,needs_adjudication
manuscript-dcc_hdp-missing_policy-data_resource_touch-020,dcc_hdp,missing_policy,data_resource_touch,lifecycle_context,complete,True,construction_rule_oracle_a,complete,construction_rule_oracle_b,complete,True,False
manuscript-dcc_hdp-missing_policy-data_resource_touch-020,dcc_hdp,missing_policy,data_resource_touch,verification_strength,complete,True,construction_rule_oracle_a,complete,construction_rule_oracle_b,complete,True,False
manuscript-prov-missing_policy-lifecycle_context-021,prov,missing_policy,lifecycle_context,actor_identity,complete,True,construction_rule_oracle_a,complete,construction_rule_oracle_b,complete,True,False
manuscript-prov-missing_policy-lifecycle_context-021,prov,missing_policy,lifecycle_context,principal_authority,complete,True,construction_rule_oracle_a,complete,construction_rule_oracle_b,complete,True,False
manuscript-prov-missing_policy-lifecycle_context-021,prov,missing_policy,lifecycle_context,action_boundary,complete,True,construction_rule_oracle_a,complete,construction_rule_oracle_b,complete,True,False
manuscript-prov-missing_policy-lifecycle_context-021,prov,missing_policy,lifecycle_context,policy_basis,opaque,True,construction_rule_oracle_a,opaque,construction_rule_oracle_b,opaque,True,False
manuscript-prov-missing_policy-lifecycle_context-021,prov,missing_policy,lifecycle_context,decision_basis,complete,True,construction_rule_oracle_a,complete,construction_rule_oracle_b,complete,True,False
manuscript-prov-missing_policy-lifecycle_context-021,prov,missing_policy,lifecycle_context,data_resource_touch,complete,True,construction_rule_oracle_a,complete,construction_rule_oracle_b,complete,True,False
manuscript-prov-missing_policy-lifecycle_context-021,prov,missing_policy,lifecycle_context,lifecycle_context,complete,True,construction_rule_oracle_a,complete,construction_rule_oracle_b,complete,True,False
manuscript-prov-missing_policy-lifecycle_context-021,prov,missing_policy,lifecycle_context,verification_strength,complete,True,construction_rule_oracle_a,complete,construction_rule_oracle_b,complete,True,False
manuscript-llm_audit_trails-missing_policy-verification_strength-022,llm_audit_trails,missing_policy,verification_strength,actor_identity,complete,True,construction_rule_oracle_a,complete,construction_rule_oracle_b,complete,True,False
manuscript-llm_audit_trails-missing_policy-verification_strength-022,llm_audit_trails,missing_policy,verification_strength,principal_authority,complete,True,construction_rule_oracle_a,complete,construction_rule_oracle_b,complete,True,False
manuscript-llm_audit_trails-missing_policy-verification_strength-022,llm_audit_trails,missing_policy,verification_strength,action_boundary,complete,True,construction_rule_oracle_a,complete,construction_rule_oracle_b,complete,True,False
manuscript-llm_audit_trails-missing_policy-verification_strength-022,llm_audit_trails,missing_policy,verification_strength,policy_basis,opaque,True,construction_rule_oracle_a,opaque,construction_rule_oracle_b,opaque,True,False
manuscript-llm_audit_trails-missing_policy-verification_strength-022,llm_audit_trails,missing_policy,verification_strength,decision_basis,complete,True,construction_rule_oracle_a,complete,construction_rule_oracle_b,complete,True,False
manuscript-llm_audit_trails-missing_policy-verification_strength-022,llm_audit_trails,missing_policy,verification_strength,data_resource_touch,complete,True,construction_rule_oracle_a,complete,construction_rule_oracle_b,complete,True,False
manuscript-llm_audit_trails-missing_policy-verification_strength-022,llm_audit_trails,missing_policy,verification_strength,lifecycle_context,complete,True,construction_rule_oracle_a,complete,construction_rule_oracle_b,complete,True,False
manuscript-llm_audit_trails-missing_policy-verification_strength-022,llm_audit_trails,missing_policy,verification_strength,verification_strength,complete,True,construction_rule_oracle_a,complete,construction_rule_oracle_b,complete,True,False
manuscript-aegis_ntc-missing_policy-actor_identity-023,aegis_ntc,missing_policy,actor_identity,actor_identity,complete,True,construction_rule_oracle_a,complete,construction_rule_oracle_b,complete,True,False
manuscript-aegis_ntc-missing_policy-actor_identity-023,aegis_ntc,missing_policy,actor_identity,principal_authority,complete,True,construction_rule_oracle_a,complete,construction_rule_oracle_b,complete,True,False
manuscript-aegis_ntc-missing_policy-actor_identity-023,aegis_ntc,missing_policy,actor_identity,action_boundary,complete,True,construction_rule_oracle_a,complete,construction_rule_oracle_b,complete,True,False
manuscript-aegis_ntc-missing_policy-actor_identity-023,aegis_ntc,missing_policy,actor_identity,policy_basis,opaque,True,construction_rule_oracle_a,opaque,construction_rule_oracle_b,opaque,True,False
manuscript-aegis_ntc-missing_policy-actor_identity-023,aegis_ntc,missing_policy,actor_identity,decision_basis,complete,True,construction_rule_oracle_a,complete,construction_rule_oracle_b,complete,True,False
manuscript-aegis_ntc-missing_policy-actor_identity-023,aegis_ntc,missing_policy,actor_identity,data_resource_touch,complete,True,construction_rule_oracle_a,complete,construction_rule_oracle_b,complete,True,False
manuscript-aegis_ntc-missing_policy-actor_identity-023,aegis_ntc,missing_policy,actor_identity,lifecycle_context,complete,True,construction_rule_oracle_a,complete,construction_rule_oracle_b,complete,True,False
manuscript-aegis_ntc-missing_policy-actor_identity-023,aegis_ntc,missing_policy,actor_identity,verification_strength,complete,True,construction_rule_oracle_a,complete,construction_rule_oracle_b,complete,True,False
manuscript-dynamic_capabilities-missing_policy-principal_authority-024,dynamic_capabilities,missing_policy,principal_authority,actor_identity,complete,True,construction_rule_oracle_a,complete,construction_rule_oracle_b,complete,True,False
manuscript-dynamic_capabilities-missing_policy-principal_authority-024,dynamic_capabilities,missing_policy,principal_authority,principal_authority,complete,True,construction_rule_oracle_a,complete,construction_rule_oracle_b,complete,True,False
manuscript-dynamic_capabilities-missing_policy-principal_authority-024,dynamic_capabilities,missing_policy,principal_authority,action_boundary,complete,True,construction_rule_oracle_a,complete,construction_rule_oracle_b,complete,True,False
manuscript-dynamic_capabilities-missing_policy-principal_authority-024,dynamic_capabilities,missing_policy,principal_authority,policy_basis,opaque,True,construction_rule_oracle_a,opaque,construction_rule_oracle_b,opaque,True,False
manuscript-dynamic_capabilities-missing_policy-principal_authority-024,dynamic_capabilities,missing_policy,principal_authority,decision_basis,complete,True,construction_rule_oracle_a,complete,construction_rule_oracle_b,complete,True,False
manuscript-dynamic_capabilities-missing_policy-principal_authority-024,dynamic_capabilities,missing_policy,principal_authority,data_resource_touch,complete,True,construction_rule_oracle_a,complete,construction_rule_oracle_b,complete,True,False
manuscript-dynamic_capabilities-missing_policy-principal_authority-024,dynamic_capabilities,missing_policy,principal_authority,lifecycle_context,complete,True,construction_rule_oracle_a,complete,construction_rule_oracle_b,complete,True,False
manuscript-dynamic_capabilities-missing_policy-principal_authority-024,dynamic_capabilities,missing_policy,principal_authority,verification_strength,complete,True,construction_rule_oracle_a,complete,construction_rule_oracle_b,complete,True,False
manuscript-aer-missing_context-policy_basis-025,aer,missing_context,policy_basis,actor_identity,complete,True,construction_rule_oracle_a,complete,construction_rule_oracle_b,complete,True,False
manuscript-aer-missing_context-policy_basis-025,aer,missing_context,policy_basis,principal_authority,complete,True,construction_rule_oracle_a,complete,construction_rule_oracle_b,complete,True,False
manuscript-aer-missing_context-policy_basis-025,aer,missing_context,policy_basis,action_boundary,complete,True,construction_rule_oracle_a,complete,construction_rule_oracle_b,complete,True,False
manuscript-aer-missing_context-policy_basis-025,aer,missing_context,policy_basis,policy_basis,complete,True,construction_rule_oracle_a,complete,construction_rule_oracle_b,complete,True,False
manuscript-aer-missing_context-policy_basis-025,aer,missing_context,policy_basis,decision_basis,complete,True,construction_rule_oracle_a,complete,construction_rule_oracle_b,complete,True,False
manuscript-aer-missing_context-policy_basis-025,aer,missing_context,policy_basis,data_resource_touch,complete,True,construction_rule_oracle_a,complete,construction_rule_oracle_b,complete,True,False
manuscript-aer-missing_context-policy_basis-025,aer,missing_context,policy_basis,lifecycle_context,opaque,True,construction_rule_oracle_a,opaque,construction_rule_oracle_b,opaque,True,False
manuscript-aer-missing_context-policy_basis-025,aer,missing_context,policy_basis,verification_strength,complete,True,construction_rule_oracle_a,complete,construction_rule_oracle_b,complete,True,False
manuscript-mat-missing_context-decision_basis-026,mat,missing_context,decision_basis,actor_identity,complete,True,construction_rule_oracle_a,complete,construction_rule_oracle_b,complete,True,False
manuscript-mat-missing_context-decision_basis-026,mat,missing_context,decision_basis,principal_authority,complete,True,construction_rule_oracle_a,complete,construction_rule_oracle_b,complete,True,False
manuscript-mat-missing_context-decision_basis-026,mat,missing_context,decision_basis,action_boundary,complete,True,construction_rule_oracle_a,complete,construction_rule_oracle_b,complete,True,False
manuscript-mat-missing_context-decision_basis-026,mat,missing_context,decision_basis,policy_basis,complete,True,construction_rule_oracle_a,complete,construction_rule_oracle_b,complete,True,False
manuscript-mat-missing_context-decision_basis-026,mat,missing_context,decision_basis,decision_basis,complete,True,construction_rule_oracle_a,complete,construction_rule_oracle_b,complete,True,False
manuscript-mat-missing_context-decision_basis-026,mat,missing_context,decision_basis,data_resource_touch,complete,True,construction_rule_oracle_a,complete,construction_rule_oracle_b,complete,True,False
manuscript-mat-missing_context-decision_basis-026,mat,missing_context,decision_basis,lifecycle_context,opaque,True,construction_rule_oracle_a,opaque,construction_rule_oracle_b,opaque,True,False
manuscript-mat-missing_context-decision_basis-026,mat,missing_context,decision_basis,verification_strength,complete,True,construction_rule_oracle_a,complete,construction_rule_oracle_b,complete,True,False
manuscript-ieec-missing_context-data_resource_touch-027,ieec,missing_context,data_resource_touch,actor_identity,complete,True,construction_rule_oracle_a,complete,construction_rule_oracle_b,complete,True,False
manuscript-ieec-missing_context-data_resource_touch-027,ieec,missing_context,data_resource_touch,principal_authority,complete,True,construction_rule_oracle_a,complete,construction_rule_oracle_b,complete,True,False
manuscript-ieec-missing_context-data_resource_touch-027,ieec,missing_context,data_resource_touch,action_boundary,complete,True,construction_rule_oracle_a,complete,construction_rule_oracle_b,complete,True,False
manuscript-ieec-missing_context-data_resource_touch-027,ieec,missing_context,data_resource_touch,policy_basis,complete,True,construction_rule_oracle_a,complete,construction_rule_oracle_b,complete,True,False
manuscript-ieec-missing_context-data_resource_touch-027,ieec,missing_context,data_resource_touch,decision_basis,complete,True,construction_rule_oracle_a,complete,construction_rule_oracle_b,complete,True,False
manuscript-ieec-missing_context-data_resource_touch-027,ieec,missing_context,data_resource_touch,data_resource_touch,complete,True,construction_rule_oracle_a,complete,construction_rule_oracle_b,complete,True,False
manuscript-ieec-missing_context-data_resource_touch-027,ieec,missing_context,data_resource_touch,lifecycle_context,opaque,True,construction_rule_oracle_a,opaque,construction_rule_oracle_b,opaque,True,False
manuscript-ieec-missing_context-data_resource_touch-027,ieec,missing_context,data_resource_touch,verification_strength,complete,True,construction_rule_oracle_a,complete,construction_rule_oracle_b,complete,True,False
manuscript-dcc_hdp-missing_context-lifecycle_context-028,dcc_hdp,missing_context,lifecycle_context,actor_identity,complete,True,construction_rule_oracle_a,complete,construction_rule_oracle_b,complete,True,False
manuscript-dcc_hdp-missing_context-lifecycle_context-028,dcc_hdp,missing_context,lifecycle_context,principal_authority,complete,True,construction_rule_oracle_a,complete,construction_rule_oracle_b,complete,True,False
manuscript-dcc_hdp-missing_context-lifecycle_context-028,dcc_hdp,missing_context,lifecycle_context,action_boundary,complete,True,construction_rule_oracle_a,complete,construction_rule_oracle_b,complete,True,False
manuscript-dcc_hdp-missing_context-lifecycle_context-028,dcc_hdp,missing_context,lifecycle_context,policy_basis,complete,True,construction_rule_oracle_a,complete,construction_rule_oracle_b,complete,True,False
manuscript-dcc_hdp-missing_context-lifecycle_context-028,dcc_hdp,missing_context,lifecycle_context,decision_basis,complete,True,construction_rule_oracle_a,complete,construction_rule_oracle_b,complete,True,False
manuscript-dcc_hdp-missing_context-lifecycle_context-028,dcc_hdp,missing_context,lifecycle_context,data_resource_touch,complete,True,construction_rule_oracle_a,complete,construction_rule_oracle_b,complete,True,False
manuscript-dcc_hdp-missing_context-lifecycle_context-028,dcc_hdp,missing_context,lifecycle_context,lifecycle_context,opaque,True,construction_rule_oracle_a,opaque,construction_rule_oracle_b,opaque,True,False
manuscript-dcc_hdp-missing_context-lifecycle_context-028,dcc_hdp,missing_context,lifecycle_context,verification_strength,complete,True,construction_rule_oracle_a,complete,construction_rule_oracle_b,complete,True,False
manuscript-prov-missing_context-verification_strength-029,prov,missing_context,verification_strength,actor_identity,complete,True,construction_rule_oracle_a,complete,construction_rule_oracle_b,complete,True,False
manuscript-prov-missing_context-verification_strength-029,prov,missing_context,verification_strength,principal_authority,complete,True,construction_rule_oracle_a,complete,construction_rule_oracle_b,complete,True,False
manuscript-prov-missing_context-verification_strength-029,prov,missing_context,verification_strength,action_boundary,complete,True,construction_rule_oracle_a,complete,construction_rule_oracle_b,complete,True,False
manuscript-prov-missing_context-verification_strength-029,prov,missing_context,verification_strength,policy_basis,complete,True,construction_rule_oracle_a,complete,construction_rule_oracle_b,complete,True,False
manuscript-prov-missing_context-verification_strength-029,prov,missing_context,verification_strength,decision_basis,complete,True,construction_rule_oracle_a,complete,construction_rule_oracle_b,complete,True,False
manuscript-prov-missing_context-verification_strength-029,prov,missing_context,verification_strength,data_resource_touch,complete,True,construction_rule_oracle_a,complete,construction_rule_oracle_b,complete,True,False
manuscript-prov-missing_context-verification_strength-029,prov,missing_context,verification_strength,lifecycle_context,opaque,True,construction_rule_oracle_a,opaque,construction_rule_oracle_b,opaque,True,False
manuscript-prov-missing_context-verification_strength-029,prov,missing_context,verification_strength,verification_strength,complete,True,construction_rule_oracle_a,complete,construction_rule_oracle_b,complete,True,False
manuscript-llm_audit_trails-missing_context-actor_identity-030,llm_audit_trails,missing_context,actor_identity,actor_identity,complete,True,construction_rule_oracle_a,complete,construction_rule_oracle_b,complete,True,False
manuscript-llm_audit_trails-missing_context-actor_identity-030,llm_audit_trails,missing_context,actor_identity,principal_authority,complete,True,construction_rule_oracle_a,complete,construction_rule_oracle_b,complete,True,False
manuscript-llm_audit_trails-missing_context-actor_identity-030,llm_audit_trails,missing_context,actor_identity,action_boundary,complete,True,construction_rule_oracle_a,complete,construction_rule_oracle_b,complete,True,False
manuscript-llm_audit_trails-missing_context-actor_identity-030,llm_audit_trails,missing_context,actor_identity,policy_basis,complete,True,construction_rule_oracle_a,complete,construction_rule_oracle_b,complete,True,False
manuscript-llm_audit_trails-missing_context-actor_identity-030,llm_audit_trails,missing_context,actor_identity,decision_basis,complete,True,construction_rule_oracle_a,complete,construction_rule_oracle_b,complete,True,False
manuscript-llm_audit_trails-missing_context-actor_identity-030,llm_audit_trails,missing_context,actor_identity,data_resource_touch,complete,True,construction_rule_oracle_a,complete,construction_rule_oracle_b,complete,True,False
manuscript-llm_audit_trails-missing_context-actor_identity-030,llm_audit_trails,missing_context,actor_identity,lifecycle_context,opaque,True,construction_rule_oracle_a,opaque,construction_rule_oracle_b,opaque,True,False
manuscript-llm_audit_trails-missing_context-actor_identity-030,llm_audit_trails,missing_context,actor_identity,verification_strength,complete,True,construction_rule_oracle_a,complete,construction_rule_oracle_b,complete,True,False
manuscript-aegis_ntc-missing_context-principal_authority-031,aegis_ntc,missing_context,principal_authority,actor_identity,complete,True,construction_rule_oracle_a,complete,construction_rule_oracle_b,complete,True,False
manuscript-aegis_ntc-missing_context-principal_authority-031,aegis_ntc,missing_context,principal_authority,principal_authority,complete,True,construction_rule_oracle_a,complete,construction_rule_oracle_b,complete,True,False
manuscript-aegis_ntc-missing_context-principal_authority-031,aegis_ntc,missing_context,principal_authority,action_boundary,complete,True,construction_rule_oracle_a,complete,construction_rule_oracle_b,complete,True,False
manuscript-aegis_ntc-missing_context-principal_authority-031,aegis_ntc,missing_context,principal_authority,policy_basis,complete,True,construction_rule_oracle_a,complete,construction_rule_oracle_b,complete,True,False
manuscript-aegis_ntc-missing_context-principal_authority-031,aegis_ntc,missing_context,principal_authority,decision_basis,complete,True,construction_rule_oracle_a,complete,construction_rule_oracle_b,complete,True,False
manuscript-aegis_ntc-missing_context-principal_authority-031,aegis_ntc,missing_context,principal_authority,data_resource_touch,complete,True,construction_rule_oracle_a,complete,construction_rule_oracle_b,complete,True,False
manuscript-aegis_ntc-missing_context-principal_authority-031,aegis_ntc,missing_context,principal_authority,lifecycle_context,opaque,True,construction_rule_oracle_a,opaque,construction_rule_oracle_b,opaque,True,False
manuscript-aegis_ntc-missing_context-principal_authority-031,aegis_ntc,missing_context,principal_authority,verification_strength,complete,True,construction_rule_oracle_a,complete,construction_rule_oracle_b,complete,True,False
manuscript-dynamic_capabilities-missing_context-action_boundary-032,dynamic_capabilities,missing_context,action_boundary,actor_identity,complete,True,construction_rule_oracle_a,complete,construction_rule_oracle_b,complete,True,False
manuscript-dynamic_capabilities-missing_context-action_boundary-032,dynamic_capabilities,missing_context,action_boundary,principal_authority,complete,True,construction_rule_oracle_a,complete,construction_rule_oracle_b,complete,True,False
manuscript-dynamic_capabilities-missing_context-action_boundary-032,dynamic_capabilities,missing_context,action_boundary,action_boundary,complete,True,construction_rule_oracle_a,complete,construction_rule_oracle_b,complete,True,False
manuscript-dynamic_capabilities-missing_context-action_boundary-032,dynamic_capabilities,missing_context,action_boundary,policy_basis,complete,True,construction_rule_oracle_a,complete,construction_rule_oracle_b,complete,True,False
manuscript-dynamic_capabilities-missing_context-action_boundary-032,dynamic_capabilities,missing_context,action_boundary,decision_basis,complete,True,construction_rule_oracle_a,complete,construction_rule_oracle_b,complete,True,False
manuscript-dynamic_capabilities-missing_context-action_boundary-032,dynamic_capabilities,missing_context,action_boundary,data_resource_touch,complete,True,construction_rule_oracle_a,complete,construction_rule_oracle_b,complete,True,False
manuscript-dynamic_capabilities-missing_context-action_boundary-032,dynamic_capabilities,missing_context,action_boundary,lifecycle_context,opaque,True,construction_rule_oracle_a,opaque,construction_rule_oracle_b,opaque,True,False
manuscript-dynamic_capabilities-missing_context-action_boundary-032,dynamic_capabilities,missing_context,action_boundary,verification_strength,complete,True,construction_rule_oracle_a,complete,construction_rule_oracle_b,complete,True,False
manuscript-aer-conflicting_identity-decision_basis-033,aer,conflicting_identity,decision_basis,actor_identity,conflicting,True,construction_rule_oracle_a,conflicting,construction_rule_oracle_b,conflicting,True,False
manuscript-aer-conflicting_identity-decision_basis-033,aer,conflicting_identity,decision_basis,principal_authority,conflicting,True,construction_rule_oracle_a,conflicting,construction_rule_oracle_b,conflicting,True,False
manuscript-aer-conflicting_identity-decision_basis-033,aer,conflicting_identity,decision_basis,action_boundary,complete,True,construction_rule_oracle_a,complete,construction_rule_oracle_b,complete,True,False
manuscript-aer-conflicting_identity-decision_basis-033,aer,conflicting_identity,decision_basis,policy_basis,complete,True,construction_rule_oracle_a,complete,construction_rule_oracle_b,complete,True,False
manuscript-aer-conflicting_identity-decision_basis-033,aer,conflicting_identity,decision_basis,decision_basis,complete,True,construction_rule_oracle_a,complete,construction_rule_oracle_b,complete,True,False
manuscript-aer-conflicting_identity-decision_basis-033,aer,conflicting_identity,decision_basis,data_resource_touch,complete,True,construction_rule_oracle_a,complete,construction_rule_oracle_b,complete,True,False
manuscript-aer-conflicting_identity-decision_basis-033,aer,conflicting_identity,decision_basis,lifecycle_context,complete,True,construction_rule_oracle_a,complete,construction_rule_oracle_b,complete,True,False
manuscript-aer-conflicting_identity-decision_basis-033,aer,conflicting_identity,decision_basis,verification_strength,complete,True,construction_rule_oracle_a,complete,construction_rule_oracle_b,complete,True,False
manuscript-mat-conflicting_identity-data_resource_touch-034,mat,conflicting_identity,data_resource_touch,actor_identity,conflicting,True,construction_rule_oracle_a,conflicting,construction_rule_oracle_b,conflicting,True,False
manuscript-mat-conflicting_identity-data_resource_touch-034,mat,conflicting_identity,data_resource_touch,principal_authority,conflicting,True,construction_rule_oracle_a,conflicting,construction_rule_oracle_b,conflicting,True,False
manuscript-mat-conflicting_identity-data_resource_touch-034,mat,conflicting_identity,data_resource_touch,action_boundary,complete,True,construction_rule_oracle_a,complete,construction_rule_oracle_b,complete,True,False
manuscript-mat-conflicting_identity-data_resource_touch-034,mat,conflicting_identity,data_resource_touch,policy_basis,complete,True,construction_rule_oracle_a,complete,construction_rule_oracle_b,complete,True,False
manuscript-mat-conflicting_identity-data_resource_touch-034,mat,conflicting_identity,data_resource_touch,decision_basis,complete,True,construction_rule_oracle_a,complete,construction_rule_oracle_b,complete,True,False
manuscript-mat-conflicting_identity-data_resource_touch-034,mat,conflicting_identity,data_resource_touch,data_resource_touch,complete,True,construction_rule_oracle_a,complete,construction_rule_oracle_b,complete,True,False
manuscript-mat-conflicting_identity-data_resource_touch-034,mat,conflicting_identity,data_resource_touch,lifecycle_context,complete,True,construction_rule_oracle_a,complete,construction_rule_oracle_b,complete,True,False
manuscript-mat-conflicting_identity-data_resource_touch-034,mat,conflicting_identity,data_resource_touch,verification_strength,complete,True,construction_rule_oracle_a,complete,construction_rule_oracle_b,complete,True,False
manuscript-ieec-conflicting_identity-lifecycle_context-035,ieec,conflicting_identity,lifecycle_context,actor_identity,conflicting,True,construction_rule_oracle_a,conflicting,construction_rule_oracle_b,conflicting,True,False
manuscript-ieec-conflicting_identity-lifecycle_context-035,ieec,conflicting_identity,lifecycle_context,principal_authority,conflicting,True,construction_rule_oracle_a,conflicting,construction_rule_oracle_b,conflicting,True,False
manuscript-ieec-conflicting_identity-lifecycle_context-035,ieec,conflicting_identity,lifecycle_context,action_boundary,complete,True,construction_rule_oracle_a,complete,construction_rule_oracle_b,complete,True,False
manuscript-ieec-conflicting_identity-lifecycle_context-035,ieec,conflicting_identity,lifecycle_context,policy_basis,complete,True,construction_rule_oracle_a,complete,construction_rule_oracle_b,complete,True,False
manuscript-ieec-conflicting_identity-lifecycle_context-035,ieec,conflicting_identity,lifecycle_context,decision_basis,complete,True,construction_rule_oracle_a,complete,construction_rule_oracle_b,complete,True,False
manuscript-ieec-conflicting_identity-lifecycle_context-035,ieec,conflicting_identity,lifecycle_context,data_resource_touch,complete,True,construction_rule_oracle_a,complete,construction_rule_oracle_b,complete,True,False
manuscript-ieec-conflicting_identity-lifecycle_context-035,ieec,conflicting_identity,lifecycle_context,lifecycle_context,complete,True,construction_rule_oracle_a,complete,construction_rule_oracle_b,complete,True,False
manuscript-ieec-conflicting_identity-lifecycle_context-035,ieec,conflicting_identity,lifecycle_context,verification_strength,complete,True,construction_rule_oracle_a,complete,construction_rule_oracle_b,complete,True,False
manuscript-dcc_hdp-conflicting_identity-verification_strength-036,dcc_hdp,conflicting_identity,verification_strength,actor_identity,conflicting,True,construction_rule_oracle_a,conflicting,construction_rule_oracle_b,conflicting,True,False
manuscript-dcc_hdp-conflicting_identity-verification_strength-036,dcc_hdp,conflicting_identity,verification_strength,principal_authority,conflicting,True,construction_rule_oracle_a,conflicting,construction_rule_oracle_b,conflicting,True,False
manuscript-dcc_hdp-conflicting_identity-verification_strength-036,dcc_hdp,conflicting_identity,verification_strength,action_boundary,complete,True,construction_rule_oracle_a,complete,construction_rule_oracle_b,complete,True,False
manuscript-dcc_hdp-conflicting_identity-verification_strength-036,dcc_hdp,conflicting_identity,verification_strength,policy_basis,complete,True,construction_rule_oracle_a,complete,construction_rule_oracle_b,complete,True,False
manuscript-dcc_hdp-conflicting_identity-verification_strength-036,dcc_hdp,conflicting_identity,verification_strength,decision_basis,complete,True,construction_rule_oracle_a,complete,construction_rule_oracle_b,complete,True,False
manuscript-dcc_hdp-conflicting_identity-verification_strength-036,dcc_hdp,conflicting_identity,verification_strength,data_resource_touch,complete,True,construction_rule_oracle_a,complete,construction_rule_oracle_b,complete,True,False
manuscript-dcc_hdp-conflicting_identity-verification_strength-036,dcc_hdp,conflicting_identity,verification_strength,lifecycle_context,complete,True,construction_rule_oracle_a,complete,construction_rule_oracle_b,complete,True,False
manuscript-dcc_hdp-conflicting_identity-verification_strength-036,dcc_hdp,conflicting_identity,verification_strength,verification_strength,complete,True,construction_rule_oracle_a,complete,construction_rule_oracle_b,complete,True,False
manuscript-prov-conflicting_identity-actor_identity-037,prov,conflicting_identity,actor_identity,actor_identity,conflicting,True,construction_rule_oracle_a,conflicting,construction_rule_oracle_b,conflicting,True,False
manuscript-prov-conflicting_identity-actor_identity-037,prov,conflicting_identity,actor_identity,principal_authority,conflicting,True,construction_rule_oracle_a,conflicting,construction_rule_oracle_b,conflicting,True,False
manuscript-prov-conflicting_identity-actor_identity-037,prov,conflicting_identity,actor_identity,action_boundary,complete,True,construction_rule_oracle_a,complete,construction_rule_oracle_b,complete,True,False
manuscript-prov-conflicting_identity-actor_identity-037,prov,conflicting_identity,actor_identity,policy_basis,complete,True,construction_rule_oracle_a,complete,construction_rule_oracle_b,complete,True,False
manuscript-prov-conflicting_identity-actor_identity-037,prov,conflicting_identity,actor_identity,decision_basis,complete,True,construction_rule_oracle_a,complete,construction_rule_oracle_b,complete,True,False
manuscript-prov-conflicting_identity-actor_identity-037,prov,conflicting_identity,actor_identity,data_resource_touch,complete,True,construction_rule_oracle_a,complete,construction_rule_oracle_b,complete,True,False
manuscript-prov-conflicting_identity-actor_identity-037,prov,conflicting_identity,actor_identity,lifecycle_context,complete,True,construction_rule_oracle_a,complete,construction_rule_oracle_b,complete,True,False
manuscript-prov-conflicting_identity-actor_identity-037,prov,conflicting_identity,actor_identity,verification_strength,complete,True,construction_rule_oracle_a,complete,construction_rule_oracle_b,complete,True,False
manuscript-llm_audit_trails-conflicting_identity-principal_authority-038,llm_audit_trails,conflicting_identity,principal_authority,actor_identity,conflicting,True,construction_rule_oracle_a,conflicting,construction_rule_oracle_b,conflicting,True,False
manuscript-llm_audit_trails-conflicting_identity-principal_authority-038,llm_audit_trails,conflicting_identity,principal_authority,principal_authority,conflicting,True,construction_rule_oracle_a,conflicting,construction_rule_oracle_b,conflicting,True,False
manuscript-llm_audit_trails-conflicting_identity-principal_authority-038,llm_audit_trails,conflicting_identity,principal_authority,action_boundary,complete,True,construction_rule_oracle_a,complete,construction_rule_oracle_b,complete,True,False
manuscript-llm_audit_trails-conflicting_identity-principal_authority-038,llm_audit_trails,conflicting_identity,principal_authority,policy_basis,complete,True,construction_rule_oracle_a,complete,construction_rule_oracle_b,complete,True,False
manuscript-llm_audit_trails-conflicting_identity-principal_authority-038,llm_audit_trails,conflicting_identity,principal_authority,decision_basis,complete,True,construction_rule_oracle_a,complete,construction_rule_oracle_b,complete,True,False
manuscript-llm_audit_trails-conflicting_identity-principal_authority-038,llm_audit_trails,conflicting_identity,principal_authority,data_resource_touch,complete,True,construction_rule_oracle_a,complete,construction_rule_oracle_b,complete,True,False
manuscript-llm_audit_trails-conflicting_identity-principal_authority-038,llm_audit_trails,conflicting_identity,principal_authority,lifecycle_context,complete,True,construction_rule_oracle_a,complete,construction_rule_oracle_b,complete,True,False
manuscript-llm_audit_trails-conflicting_identity-principal_authority-038,llm_audit_trails,conflicting_identity,principal_authority,verification_strength,complete,True,construction_rule_oracle_a,complete,construction_rule_oracle_b,complete,True,False
manuscript-aegis_ntc-conflicting_identity-action_boundary-039,aegis_ntc,conflicting_identity,action_boundary,actor_identity,conflicting,True,construction_rule_oracle_a,conflicting,construction_rule_oracle_b,conflicting,True,False
manuscript-aegis_ntc-conflicting_identity-action_boundary-039,aegis_ntc,conflicting_identity,action_boundary,principal_authority,conflicting,True,construction_rule_oracle_a,conflicting,construction_rule_oracle_b,conflicting,True,False
manuscript-aegis_ntc-conflicting_identity-action_boundary-039,aegis_ntc,conflicting_identity,action_boundary,action_boundary,complete,True,construction_rule_oracle_a,complete,construction_rule_oracle_b,complete,True,False
manuscript-aegis_ntc-conflicting_identity-action_boundary-039,aegis_ntc,conflicting_identity,action_boundary,policy_basis,complete,True,construction_rule_oracle_a,complete,construction_rule_oracle_b,complete,True,False
manuscript-aegis_ntc-conflicting_identity-action_boundary-039,aegis_ntc,conflicting_identity,action_boundary,decision_basis,complete,True,construction_rule_oracle_a,complete,construction_rule_oracle_b,complete,True,False
manuscript-aegis_ntc-conflicting_identity-action_boundary-039,aegis_ntc,conflicting_identity,action_boundary,data_resource_touch,complete,True,construction_rule_oracle_a,complete,construction_rule_oracle_b,complete,True,False
